barcode,product_name,brand,category,skin_type,key_ingredients,price,rating,review_count,ph_level,is_fragrance_free,is_paraben_free,is_cruelty_free,country,launch_year
890100028659,Neutrogena Ceramide Treatment 28659,Neutrogena,Treatment,oily,Ceramide,1540.48,3.5,4264,5.9,True,False,False,Korea,2021
890100028660,Plum Panthenol Serum 28660,Plum,Serum,combination,Panthenol,1991.16,3.4,2287,5.3,False,True,True,Korea,2018
890100028661,Olay Tea Tree Oil Serum 28661,Olay,Serum,combination,Tea Tree Oil,1477.31,4.0,1168,6.0,False,False,True,Korea,2017
890100028662,Aveeno Tea Tree Oil Toner 28662,Aveeno,Toner,oily,Tea Tree Oil,1734.67,3.7,3691,6.6,False,True,False,France,2024
890100028663,Bioderma Panthenol Cleanser 28663,Bioderma,Cleanser,dry,Panthenol,607.89,3.9,81,5.4,False,True,False,Korea,2019
890100028664,Simple Ceramide Toner 28664,Simple,Toner,oily,Ceramide,876.51,3.8,3981,5.7,False,True,False,Germany,2020
890100028665,Bioderma Salicylic Acid Sunscreen 28665,Bioderma,Sunscreen,combination,Salicylic Acid,1120.55,3.9,4958,6.1,True,True,False,Korea,2020
890100028666,Neutrogena Niacinamide Moisturizer 28666,Neutrogena,Moisturizer,combination,Niacinamide,1185.72,4.0,1208,4.6,True,True,True,USA,2020
890100028667,Neutrogena Hyaluronic Acid Toner 28667,Neutrogena,Toner,oily,Hyaluronic Acid,328.77,3.4,174,6.7,True,True,True,Germany,2025
890100028668,Minimalist Retinol Sunscreen 28668,Minimalist,Sunscreen,combination,Retinol,1828.61,3.1,591,4.9,False,True,False,France,2024
890100028669,Bioderma Vitamin C Sunscreen 28669,Bioderma,Sunscreen,sensitive,Vitamin C,787.21,4.7,1020,5.8,True,True,True,India,2023
890100028670,Olay Zinc Oxide Moisturizer 28670,Olay,Moisturizer,oily,Zinc Oxide,1892.4,3.1,4061,6.4,True,False,True,India,2024
890100028671,Bioderma Zinc Oxide Treatment 28671,Bioderma,Treatment,oily,Zinc Oxide,395.05,3.3,1509,4.9,True,True,True,France,2020
890100028672,Olay Ceramide Toner 28672,Olay,Toner,oily,Ceramide,1557.97,4.7,1937,6.4,False,True,True,Korea,2023
890100028673,Minimalist Tea Tree Oil Cleanser 28673,Minimalist,Cleanser,oily,Tea Tree Oil,963.24,3.5,3132,7.0,True,False,False,France,2017
890100028674,Aveeno Tea Tree Oil Moisturizer 28674,Aveeno,Moisturizer,oily,Tea Tree Oil,714.48,4.1,1721,5.7,False,True,True,USA,2015
890100028675,Neutrogena Hyaluronic Acid Serum 28675,Neutrogena,Serum,dry,Hyaluronic Acid,1432.78,3.3,1469,5.7,True,True,False,France,2024
890100028676,Cetaphil Zinc Oxide Serum 28676,Cetaphil,Serum,sensitive,Zinc Oxide,768.81,3.9,3608,6.1,False,True,True,India,2017
890100028677,Plum Panthenol Toner 28677,Plum,Toner,sensitive,Panthenol,1994.21,3.1,3583,6.1,True,True,False,USA,2022
890100028678,Simple Hyaluronic Acid Sunscreen 28678,Simple,Sunscreen,all,Hyaluronic Acid,862.73,3.3,4950,5.2,False,False,True,Germany,2022
890100028679,Cetaphil Aloe Vera Moisturizer 28679,Cetaphil,Moisturizer,combination,Aloe Vera,1130.57,3.7,3968,6.5,False,True,False,Korea,2025
890100028680,Mamaearth Hyaluronic Acid Treatment 28680,Mamaearth,Treatment,oily,Hyaluronic Acid,938.89,3.3,4290,5.3,True,False,False,Germany,2016
890100028681,Olay Hyaluronic Acid Toner 28681,Olay,Toner,dry,Hyaluronic Acid,757.19,3.7,2790,4.7,False,False,True,USA,2016
890100028682,Plum Ceramide Cleanser 28682,Plum,Cleanser,all,Ceramide,1974.68,4.8,717,5.6,False,False,True,India,2017
890100028683,Neutrogena Hyaluronic Acid Moisturizer 28683,Neutrogena,Moisturizer,sensitive,Hyaluronic Acid,1120.36,4.7,2455,6.6,True,True,True,France,2016
890100028684,Cetaphil Tea Tree Oil Moisturizer 28684,Cetaphil,Moisturizer,combination,Tea Tree Oil,994.95,3.3,4899,4.7,False,True,False,USA,2022
890100028685,Simple Retinol Serum 28685,Simple,Serum,sensitive,Retinol,953.01,4.6,1633,5.3,True,False,True,France,2021
890100028686,Minimalist Vitamin C Moisturizer 28686,Minimalist,Moisturizer,dry,Vitamin C,1090.73,4.5,3242,5.9,False,True,True,France,2024
890100028687,Plum Hyaluronic Acid Toner 28687,Plum,Toner,combination,Hyaluronic Acid,1427.9,3.5,966,4.7,True,True,False,Germany,2025
890100028688,Mamaearth Vitamin C Moisturizer 28688,Mamaearth,Moisturizer,oily,Vitamin C,506.74,3.1,2103,6.7,True,True,False,USA,2025
890100028689,Bioderma Aloe Vera Serum 28689,Bioderma,Serum,dry,Aloe Vera,807.35,4.8,2029,5.0,True,False,True,France,2024
890100028690,Simple Vitamin C Serum 28690,Simple,Serum,combination,Vitamin C,1933.86,4.1,1604,5.5,False,True,True,France,2016
890100028691,Plum Niacinamide Sunscreen 28691,Plum,Sunscreen,all,Niacinamide,1337.02,4.9,3346,5.4,True,True,False,Korea,2017
890100028692,Mamaearth Retinol Serum 28692,Mamaearth,Serum,oily,Retinol,738.81,3.3,4212,6.7,True,True,True,India,2025
890100028693,Bioderma Hyaluronic Acid Toner 28693,Bioderma,Toner,combination,Hyaluronic Acid,401.4,3.5,4240,6.9,False,False,True,India,2021
890100028694,Bioderma Hyaluronic Acid Moisturizer 28694,Bioderma,Moisturizer,dry,Hyaluronic Acid,225.32,3.2,4791,5.3,True,False,False,Germany,2022
890100028695,Bioderma Retinol Treatment 28695,Bioderma,Treatment,combination,Retinol,245.64,4.9,1389,6.5,False,False,True,India,2019
890100028696,Mamaearth Zinc Oxide Serum 28696,Mamaearth,Serum,oily,Zinc Oxide,1378.67,4.0,1601,4.8,True,True,True,India,2016
890100028697,Mamaearth Hyaluronic Acid Serum 28697,Mamaearth,Serum,sensitive,Hyaluronic Acid,409.65,4.6,2331,5.5,False,True,False,France,2015
890100028698,Mamaearth Hyaluronic Acid Sunscreen 28698,Mamaearth,Sunscreen,oily,Hyaluronic Acid,612.66,3.9,2800,5.0,False,True,False,USA,2021
890100028699,Cetaphil Zinc Oxide Treatment 28699,Cetaphil,Treatment,all,Zinc Oxide,1528.95,3.2,4304,6.7,True,True,True,USA,2024
890100028700,Olay Niacinamide Cleanser 28700,Olay,Cleanser,sensitive,Niacinamide,761.47,3.7,4659,5.9,True,True,True,USA,2018
890100028701,Bioderma Salicylic Acid Cleanser 28701,Bioderma,Cleanser,combination,Salicylic Acid,875.31,4.8,2372,4.9,False,True,True,France,2021
890100028702,Cetaphil Aloe Vera Treatment 28702,Cetaphil,Treatment,sensitive,Aloe Vera,680.83,4.0,2306,5.2,True,False,False,USA,2017
890100028703,Bioderma Vitamin C Serum 28703,Bioderma,Serum,sensitive,Vitamin C,1252.31,3.4,4847,6.3,True,False,True,Germany,2020
890100028704,Olay Vitamin C Moisturizer 28704,Olay,Moisturizer,sensitive,Vitamin C,212.69,4.1,1295,5.6,False,True,False,Korea,2020
890100028705,Mamaearth Niacinamide Serum 28705,Mamaearth,Serum,oily,Niacinamide,757.46,3.5,2706,5.8,False,False,True,India,2017
890100028706,Neutrogena Aloe Vera Moisturizer 28706,Neutrogena,Moisturizer,dry,Aloe Vera,1004.94,3.1,917,5.5,True,False,False,India,2015
890100028707,Simple Zinc Oxide Toner 28707,Simple,Toner,sensitive,Zinc Oxide,764.99,4.6,3569,7.0,False,True,False,Germany,2016
890100028708,Plum Hyaluronic Acid Sunscreen 28708,Plum,Sunscreen,dry,Hyaluronic Acid,1166.54,3.7,2293,6.4,True,True,True,USA,2021
890100028709,Olay Zinc Oxide Toner 28709,Olay,Toner,all,Zinc Oxide,1583.91,3.5,4919,5.5,False,True,False,India,2023
890100028710,Plum Salicylic Acid Sunscreen 28710,Plum,Sunscreen,oily,Salicylic Acid,701.53,3.1,3619,6.5,False,True,False,France,2021
890100028711,Neutrogena Salicylic Acid Toner 28711,Neutrogena,Toner,combination,Salicylic Acid,1739.92,4.7,2350,6.0,True,True,False,Germany,2024
890100028712,Minimalist Niacinamide Serum 28712,Minimalist,Serum,dry,Niacinamide,1879.37,3.4,643,4.7,False,True,True,Germany,2021
890100028713,Plum Hyaluronic Acid Serum 28713,Plum,Serum,dry,Hyaluronic Acid,536.0,3.2,1588,6.8,True,False,False,USA,2023
890100028714,Olay Zinc Oxide Treatment 28714,Olay,Treatment,all,Zinc Oxide,1391.35,3.7,540,5.0,False,False,True,USA,2018
890100028715,Olay Retinol Sunscreen 28715,Olay,Sunscreen,oily,Retinol,1295.47,3.7,535,5.5,True,False,True,France,2017
890100028716,Neutrogena Hyaluronic Acid Sunscreen 28716,Neutrogena,Sunscreen,all,Hyaluronic Acid,342.17,3.7,1732,6.1,True,True,False,Korea,2017
890100028717,Mamaearth Retinol Serum 28717,Mamaearth,Serum,all,Retinol,419.92,4.8,1292,4.9,False,True,True,Korea,2015
890100028718,Olay Zinc Oxide Toner 28718,Olay,Toner,oily,Zinc Oxide,1024.96,3.6,4627,4.6,True,False,True,France,2018
890100028719,Simple Hyaluronic Acid Sunscreen 28719,Simple,Sunscreen,all,Hyaluronic Acid,1190.73,4.6,1866,6.9,False,True,True,Korea,2015
890100028720,Neutrogena Retinol Sunscreen 28720,Neutrogena,Sunscreen,oily,Retinol,205.35,3.9,4139,4.7,True,True,False,Germany,2018
890100028721,Cetaphil Panthenol Serum 28721,Cetaphil,Serum,oily,Panthenol,1900.91,3.4,64,6.1,True,True,False,Germany,2017
890100028722,Minimalist Ceramide Sunscreen 28722,Minimalist,Sunscreen,sensitive,Ceramide,1757.04,3.3,2164,5.8,True,False,True,Germany,2017
890100028723,Olay Salicylic Acid Cleanser 28723,Olay,Cleanser,dry,Salicylic Acid,920.56,3.4,925,5.6,True,True,False,Germany,2022
890100028724,Bioderma Ceramide Toner 28724,Bioderma,Toner,oily,Ceramide,289.8,4.3,1212,5.6,True,False,False,USA,2019
890100028725,Bioderma Salicylic Acid Serum 28725,Bioderma,Serum,oily,Salicylic Acid,1588.23,3.8,120,6.4,True,False,False,USA,2021
890100028726,Neutrogena Aloe Vera Sunscreen 28726,Neutrogena,Sunscreen,sensitive,Aloe Vera,1280.2,3.2,138,4.8,True,True,True,Korea,2018
890100028727,Plum Zinc Oxide Toner 28727,Plum,Toner,sensitive,Zinc Oxide,1497.71,3.3,4672,6.4,True,False,False,India,2020
890100028728,Plum Vitamin C Moisturizer 28728,Plum,Moisturizer,sensitive,Vitamin C,1117.66,3.5,1937,5.1,True,True,False,Germany,2018
890100028729,Mamaearth Hyaluronic Acid Serum 28729,Mamaearth,Serum,all,Hyaluronic Acid,1621.47,4.4,4043,5.1,True,False,True,Korea,2016
890100028730,Aveeno Retinol Cleanser 28730,Aveeno,Cleanser,combination,Retinol,1687.82,4.5,3668,6.1,False,False,False,Germany,2022
890100028731,Plum Niacinamide Moisturizer 28731,Plum,Moisturizer,sensitive,Niacinamide,721.39,4.3,4604,5.8,False,False,False,India,2015
890100028732,Olay Tea Tree Oil Toner 28732,Olay,Toner,dry,Tea Tree Oil,929.31,3.6,1293,5.9,True,True,True,France,2022
890100028733,Plum Panthenol Toner 28733,Plum,Toner,all,Panthenol,894.72,4.1,3948,4.8,True,False,False,USA,2018
890100028734,Aveeno Hyaluronic Acid Toner 28734,Aveeno,Toner,sensitive,Hyaluronic Acid,1056.88,3.5,1344,6.6,True,True,False,Korea,2021
890100028735,Plum Ceramide Sunscreen 28735,Plum,Sunscreen,sensitive,Ceramide,709.22,3.7,3980,4.7,False,False,True,Korea,2022
890100028736,Plum Retinol Serum 28736,Plum,Serum,all,Retinol,1615.52,4.2,797,6.3,False,True,True,India,2020
890100028737,Olay Hyaluronic Acid Moisturizer 28737,Olay,Moisturizer,oily,Hyaluronic Acid,706.5,4.1,2971,5.1,False,False,False,Korea,2024
890100028738,Cetaphil Aloe Vera Cleanser 28738,Cetaphil,Cleanser,combination,Aloe Vera,1558.78,3.5,1259,6.3,False,False,True,France,2023
890100028739,Mamaearth Zinc Oxide Toner 28739,Mamaearth,Toner,all,Zinc Oxide,462.69,3.6,1901,4.9,True,False,True,Korea,2016
890100028740,Plum Vitamin C Sunscreen 28740,Plum,Sunscreen,sensitive,Vitamin C,869.49,4.7,2809,4.7,False,False,True,Korea,2023
890100028741,Bioderma Vitamin C Serum 28741,Bioderma,Serum,combination,Vitamin C,1053.95,5.0,4447,5.1,False,False,False,Germany,2025
890100028742,Cetaphil Retinol Toner 28742,Cetaphil,Toner,dry,Retinol,722.28,4.4,1890,5.6,True,True,True,India,2023
890100028743,Bioderma Vitamin C Moisturizer 28743,Bioderma,Moisturizer,combination,Vitamin C,1034.83,4.0,3236,6.4,True,False,True,Korea,2019
890100028744,Cetaphil Niacinamide Treatment 28744,Cetaphil,Treatment,sensitive,Niacinamide,706.59,4.2,2737,4.6,True,True,True,India,2025
890100028745,Minimalist Retinol Sunscreen 28745,Minimalist,Sunscreen,oily,Retinol,1742.81,3.2,4295,4.9,True,False,False,Korea,2016
890100028746,Mamaearth Retinol Toner 28746,Mamaearth,Toner,dry,Retinol,1398.12,3.4,2575,5.2,True,False,True,USA,2015
890100028747,Plum Tea Tree Oil Serum 28747,Plum,Serum,all,Tea Tree Oil,255.96,4.5,822,5.3,True,True,False,France,2019
890100028748,Neutrogena Niacinamide Serum 28748,Neutrogena,Serum,combination,Niacinamide,1203.97,3.1,2065,6.7,True,True,False,Korea,2018
890100028749,Neutrogena Aloe Vera Moisturizer 28749,Neutrogena,Moisturizer,combination,Aloe Vera,1569.27,4.5,1466,7.0,False,True,True,Germany,2017
890100028750,Plum Retinol Moisturizer 28750,Plum,Moisturizer,combination,Retinol,528.65,3.3,3843,6.0,False,False,False,Germany,2023
890100028751,Cetaphil Panthenol Sunscreen 28751,Cetaphil,Sunscreen,oily,Panthenol,1904.35,4.6,3378,6.6,False,False,False,Germany,2022
890100028752,Bioderma Hyaluronic Acid Toner 28752,Bioderma,Toner,sensitive,Hyaluronic Acid,1974.48,4.4,4371,5.7,False,False,True,USA,2020
890100028753,Plum Ceramide Serum 28753,Plum,Serum,all,Ceramide,1981.62,4.3,4777,5.1,False,True,True,France,2021
890100028754,Neutrogena Zinc Oxide Cleanser 28754,Neutrogena,Cleanser,dry,Zinc Oxide,1451.78,4.4,128,6.8,False,True,True,Korea,2022
890100028755,Plum Niacinamide Moisturizer 28755,Plum,Moisturizer,combination,Niacinamide,1827.19,3.8,256,4.8,True,True,True,France,2021
890100028756,Plum Zinc Oxide Moisturizer 28756,Plum,Moisturizer,dry,Zinc Oxide,908.17,4.6,4246,6.3,False,True,False,USA,2023
890100028757,Cetaphil Zinc Oxide Serum 28757,Cetaphil,Serum,all,Zinc Oxide,1763.1,3.6,69,5.6,False,True,False,France,2025
890100028758,Aveeno Retinol Sunscreen 28758,Aveeno,Sunscreen,dry,Retinol,440.9,4.8,4597,5.9,True,True,False,USA,2015
890100028759,Minimalist Aloe Vera Toner 28759,Minimalist,Toner,sensitive,Aloe Vera,1374.28,5.0,1405,6.9,False,False,True,India,2021
890100028760,Neutrogena Vitamin C Sunscreen 28760,Neutrogena,Sunscreen,dry,Vitamin C,395.29,3.8,3537,6.1,True,False,False,India,2021
890100028761,Neutrogena Vitamin C Treatment 28761,Neutrogena,Treatment,sensitive,Vitamin C,1912.82,4.9,3914,4.8,False,True,True,India,2025
890100028762,Mamaearth Salicylic Acid Sunscreen 28762,Mamaearth,Sunscreen,oily,Salicylic Acid,1767.12,4.5,397,5.6,False,False,True,Germany,2022
890100028763,Neutrogena Aloe Vera Sunscreen 28763,Neutrogena,Sunscreen,combination,Aloe Vera,241.97,3.3,1944,6.2,True,True,False,Korea,2016
890100028764,Mamaearth Zinc Oxide Treatment 28764,Mamaearth,Treatment,oily,Zinc Oxide,1708.38,3.9,3444,5.9,True,True,False,India,2024
890100028765,Olay Tea Tree Oil Cleanser 28765,Olay,Cleanser,combination,Tea Tree Oil,904.85,3.9,2200,4.8,True,False,True,France,2024
890100028766,Neutrogena Zinc Oxide Sunscreen 28766,Neutrogena,Sunscreen,sensitive,Zinc Oxide,1732.12,4.9,1963,6.4,True,False,False,Korea,2018
890100028767,Simple Panthenol Cleanser 28767,Simple,Cleanser,combination,Panthenol,1104.48,4.8,3527,6.4,False,True,True,Korea,2024
890100028768,Aveeno Tea Tree Oil Serum 28768,Aveeno,Serum,dry,Tea Tree Oil,1164.76,3.7,2641,5.9,False,True,False,France,2019
890100028769,Aveeno Retinol Cleanser 28769,Aveeno,Cleanser,oily,Retinol,978.41,4.2,3126,4.9,False,True,True,India,2024
890100028770,Olay Salicylic Acid Sunscreen 28770,Olay,Sunscreen,oily,Salicylic Acid,1220.68,4.1,3328,5.1,True,False,False,USA,2016
890100028771,Mamaearth Vitamin C Treatment 28771,Mamaearth,Treatment,sensitive,Vitamin C,1870.15,3.3,2833,4.7,False,False,False,India,2018
890100028772,Cetaphil Tea Tree Oil Treatment 28772,Cetaphil,Treatment,dry,Tea Tree Oil,1035.7,3.6,2037,6.8,True,True,True,France,2021
890100028773,Plum Zinc Oxide Serum 28773,Plum,Serum,combination,Zinc Oxide,1369.17,3.5,1392,5.1,True,True,False,USA,2024
890100028774,Olay Niacinamide Treatment 28774,Olay,Treatment,dry,Niacinamide,1700.32,3.6,198,5.1,False,True,True,France,2020
890100028775,Olay Panthenol Cleanser 28775,Olay,Cleanser,combination,Panthenol,697.45,4.0,1155,5.9,False,False,False,Germany,2023
890100028776,Neutrogena Zinc Oxide Toner 28776,Neutrogena,Toner,dry,Zinc Oxide,769.25,3.3,807,5.8,False,False,False,Germany,2016
890100028777,Bioderma Tea Tree Oil Sunscreen 28777,Bioderma,Sunscreen,sensitive,Tea Tree Oil,743.47,4.2,481,6.6,False,False,False,USA,2017
890100028778,Plum Aloe Vera Treatment 28778,Plum,Treatment,oily,Aloe Vera,1778.84,3.7,871,5.2,False,False,True,USA,2015
890100028779,Minimalist Zinc Oxide Moisturizer 28779,Minimalist,Moisturizer,dry,Zinc Oxide,1273.2,4.7,4440,6.9,True,False,False,France,2023
890100028780,Minimalist Vitamin C Cleanser 28780,Minimalist,Cleanser,sensitive,Vitamin C,904.55,4.8,1919,6.7,True,False,True,Germany,2020
890100028781,Simple Ceramide Sunscreen 28781,Simple,Sunscreen,dry,Ceramide,1361.46,4.5,1214,5.3,False,True,True,USA,2020
890100028782,Bioderma Aloe Vera Toner 28782,Bioderma,Toner,all,Aloe Vera,1765.42,4.1,3455,4.8,False,False,True,USA,2021
890100028783,Mamaearth Niacinamide Serum 28783,Mamaearth,Serum,all,Niacinamide,735.25,3.6,709,5.1,True,True,False,USA,2024
890100028784,Mamaearth Niacinamide Toner 28784,Mamaearth,Toner,sensitive,Niacinamide,1013.62,4.8,4519,7.0,True,True,False,France,2019
890100028785,Bioderma Retinol Serum 28785,Bioderma,Serum,combination,Retinol,1562.91,3.3,1573,6.5,False,True,True,Germany,2024
890100028786,Cetaphil Panthenol Sunscreen 28786,Cetaphil,Sunscreen,dry,Panthenol,236.02,3.3,1182,6.2,False,True,True,USA,2023
890100028787,Olay Hyaluronic Acid Moisturizer 28787,Olay,Moisturizer,sensitive,Hyaluronic Acid,1431.1,4.0,203,6.6,True,True,False,India,2024
890100028788,Mamaearth Niacinamide Treatment 28788,Mamaearth,Treatment,sensitive,Niacinamide,1514.08,3.2,3298,7.0,False,False,False,France,2017
890100028789,Minimalist Tea Tree Oil Cleanser 28789,Minimalist,Cleanser,oily,Tea Tree Oil,443.98,4.8,1629,5.2,True,False,True,India,2016
890100028790,Minimalist Ceramide Sunscreen 28790,Minimalist,Sunscreen,all,Ceramide,1114.95,3.5,4932,6.8,False,True,True,France,2016
890100028791,Bioderma Retinol Toner 28791,Bioderma,Toner,all,Retinol,671.16,3.0,3858,6.5,True,True,True,Korea,2019
890100028792,Olay Ceramide Serum 28792,Olay,Serum,combination,Ceramide,277.5,4.7,628,5.0,False,False,True,USA,2022
890100028793,Cetaphil Panthenol Treatment 28793,Cetaphil,Treatment,sensitive,Panthenol,1887.4,3.9,4218,5.1,False,False,True,Germany,2015
890100028794,Olay Salicylic Acid Cleanser 28794,Olay,Cleanser,combination,Salicylic Acid,409.91,5.0,3492,6.0,False,True,False,Germany,2024
890100028795,Aveeno Salicylic Acid Sunscreen 28795,Aveeno,Sunscreen,combination,Salicylic Acid,1061.58,3.3,409,6.6,True,False,True,Germany,2024
890100028796,Bioderma Vitamin C Serum 28796,Bioderma,Serum,oily,Vitamin C,393.94,4.4,3761,4.8,True,True,True,Germany,2021
890100028797,Olay Tea Tree Oil Sunscreen 28797,Olay,Sunscreen,combination,Tea Tree Oil,1942.12,4.1,37,5.2,True,False,False,France,2016
890100028798,Plum Hyaluronic Acid Moisturizer 28798,Plum,Moisturizer,combination,Hyaluronic Acid,946.42,3.6,2932,5.1,False,False,True,India,2015
890100028799,Simple Salicylic Acid Serum 28799,Simple,Serum,all,Salicylic Acid,370.34,5.0,2420,6.3,False,False,False,Germany,2019
890100028800,Aveeno Ceramide Toner 28800,Aveeno,Toner,combination,Ceramide,791.11,3.1,1209,4.7,False,False,True,USA,2017
890100028801,Aveeno Retinol Treatment 28801,Aveeno,Treatment,combination,Retinol,811.35,3.7,4162,5.2,False,True,False,Germany,2015
890100028802,Neutrogena Panthenol Cleanser 28802,Neutrogena,Cleanser,oily,Panthenol,941.55,4.5,3719,5.6,True,True,True,India,2021
890100028803,Neutrogena Retinol Sunscreen 28803,Neutrogena,Sunscreen,sensitive,Retinol,1239.53,3.7,605,5.3,True,False,True,India,2015
890100028804,Bioderma Hyaluronic Acid Cleanser 28804,Bioderma,Cleanser,all,Hyaluronic Acid,1225.78,4.3,2753,5.6,True,False,False,India,2015
890100028805,Neutrogena Hyaluronic Acid Cleanser 28805,Neutrogena,Cleanser,oily,Hyaluronic Acid,991.83,3.8,756,6.0,False,True,False,Germany,2020
890100028806,Minimalist Ceramide Moisturizer 28806,Minimalist,Moisturizer,dry,Ceramide,1071.0,4.1,2155,4.9,True,True,True,USA,2015
890100028807,Minimalist Panthenol Moisturizer 28807,Minimalist,Moisturizer,oily,Panthenol,1178.18,3.2,2204,4.9,True,True,True,India,2024
890100028808,Mamaearth Salicylic Acid Sunscreen 28808,Mamaearth,Sunscreen,all,Salicylic Acid,208.45,4.3,1264,6.4,True,False,False,USA,2025
890100028809,Bioderma Vitamin C Sunscreen 28809,Bioderma,Sunscreen,sensitive,Vitamin C,618.22,3.4,3398,6.8,False,False,True,France,2025
890100028810,Neutrogena Vitamin C Toner 28810,Neutrogena,Toner,combination,Vitamin C,1580.81,3.0,158,4.9,False,True,False,France,2019
890100028811,Olay Hyaluronic Acid Sunscreen 28811,Olay,Sunscreen,combination,Hyaluronic Acid,1732.9,3.9,3469,6.4,False,False,False,India,2024
890100028812,Minimalist Aloe Vera Sunscreen 28812,Minimalist,Sunscreen,combination,Aloe Vera,869.74,3.4,222,6.4,True,False,False,Korea,2023
890100028813,Simple Ceramide Cleanser 28813,Simple,Cleanser,combination,Ceramide,1652.84,3.4,1408,5.1,False,True,False,Germany,2017
890100028814,Neutrogena Retinol Toner 28814,Neutrogena,Toner,oily,Retinol,916.05,4.1,948,6.4,True,False,True,USA,2021
890100028815,Neutrogena Retinol Moisturizer 28815,Neutrogena,Moisturizer,all,Retinol,216.65,3.1,4181,6.2,False,False,False,USA,2019
890100028816,Cetaphil Zinc Oxide Cleanser 28816,Cetaphil,Cleanser,sensitive,Zinc Oxide,1370.25,3.6,1872,6.6,False,True,False,Korea,2021
890100028817,Plum Hyaluronic Acid Toner 28817,Plum,Toner,combination,Hyaluronic Acid,1509.46,5.0,1979,5.6,True,False,True,France,2022
890100028818,Neutrogena Zinc Oxide Sunscreen 28818,Neutrogena,Sunscreen,dry,Zinc Oxide,1571.85,3.9,2741,5.4,True,False,True,Korea,2020
890100028819,Minimalist Hyaluronic Acid Treatment 28819,Minimalist,Treatment,combination,Hyaluronic Acid,1394.62,3.3,2907,6.7,True,False,False,Germany,2025
890100028820,Simple Ceramide Sunscreen 28820,Simple,Sunscreen,oily,Ceramide,870.83,4.6,4004,5.9,False,False,False,Germany,2016
890100028821,Olay Hyaluronic Acid Moisturizer 28821,Olay,Moisturizer,sensitive,Hyaluronic Acid,1501.68,4.2,4779,5.3,False,True,True,Korea,2022
890100028822,Aveeno Aloe Vera Cleanser 28822,Aveeno,Cleanser,all,Aloe Vera,1363.08,3.0,4173,6.2,True,True,False,France,2023
890100028823,Simple Vitamin C Moisturizer 28823,Simple,Moisturizer,combination,Vitamin C,900.89,3.7,1534,6.8,False,False,True,France,2020
890100028824,Bioderma Zinc Oxide Treatment 28824,Bioderma,Treatment,all,Zinc Oxide,394.76,4.0,1973,6.2,False,True,True,Germany,2017
890100028825,Minimalist Zinc Oxide Cleanser 28825,Minimalist,Cleanser,combination,Zinc Oxide,526.13,3.3,3497,6.5,False,False,True,USA,2025
890100028826,Cetaphil Panthenol Serum 28826,Cetaphil,Serum,combination,Panthenol,1380.45,5.0,3287,6.8,False,False,True,Germany,2020
890100028827,Olay Tea Tree Oil Toner 28827,Olay,Toner,combination,Tea Tree Oil,1356.62,4.8,4478,5.9,True,False,True,India,2021
890100028828,Olay Panthenol Sunscreen 28828,Olay,Sunscreen,dry,Panthenol,531.8,4.2,2014,6.1,True,False,True,USA,2025
890100028829,Minimalist Niacinamide Cleanser 28829,Minimalist,Cleanser,oily,Niacinamide,942.47,3.1,4988,5.4,True,False,True,India,2022
890100028830,Minimalist Retinol Sunscreen 28830,Minimalist,Sunscreen,dry,Retinol,219.8,3.5,2501,5.2,True,True,True,Germany,2022
890100028831,Neutrogena Salicylic Acid Serum 28831,Neutrogena,Serum,all,Salicylic Acid,1521.46,4.8,3045,6.1,False,False,True,Germany,2025
890100028832,Minimalist Tea Tree Oil Moisturizer 28832,Minimalist,Moisturizer,all,Tea Tree Oil,1565.26,4.6,3240,6.4,True,False,False,USA,2025
890100028833,Simple Aloe Vera Treatment 28833,Simple,Treatment,combination,Aloe Vera,1140.55,4.3,1769,5.7,True,True,True,USA,2024
890100028834,Olay Tea Tree Oil Serum 28834,Olay,Serum,combination,Tea Tree Oil,933.73,4.8,2105,4.5,True,True,True,USA,2025
890100028835,Minimalist Ceramide Sunscreen 28835,Minimalist,Sunscreen,dry,Ceramide,1431.77,4.1,387,5.7,False,False,True,Korea,2023
890100028836,Simple Hyaluronic Acid Toner 28836,Simple,Toner,combination,Hyaluronic Acid,1697.55,3.9,1488,6.8,False,True,True,France,2015
890100028837,Minimalist Panthenol Serum 28837,Minimalist,Serum,dry,Panthenol,943.07,3.2,1576,5.1,False,True,True,India,2022
890100028838,Mamaearth Zinc Oxide Serum 28838,Mamaearth,Serum,combination,Zinc Oxide,1072.83,3.9,1141,6.6,True,False,False,Korea,2018
890100028839,Minimalist Hyaluronic Acid Serum 28839,Minimalist,Serum,dry,Hyaluronic Acid,1614.88,3.5,1760,6.7,False,True,True,Germany,2015
890100028840,Aveeno Panthenol Toner 28840,Aveeno,Toner,sensitive,Panthenol,1399.32,4.8,4761,5.5,True,False,True,Germany,2021
890100028841,Minimalist Niacinamide Serum 28841,Minimalist,Serum,all,Niacinamide,701.76,4.0,1799,6.3,False,False,False,France,2025
890100028842,Plum Ceramide Cleanser 28842,Plum,Cleanser,oily,Ceramide,934.6,4.7,4213,6.3,True,False,False,Germany,2018
890100028843,Simple Tea Tree Oil Cleanser 28843,Simple,Cleanser,oily,Tea Tree Oil,625.99,3.7,3466,6.8,True,True,True,France,2024
890100028844,Neutrogena Salicylic Acid Toner 28844,Neutrogena,Toner,oily,Salicylic Acid,406.83,4.3,980,6.2,True,True,False,USA,2017
